MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI
400;2390;FERT;EA;0.000;0.000;
400;10000001333;HALB;EA;0.000;0.000;
400;ML_RM_295;ROH;EA;0.000;0.000;
400;ME-RM-10000000572;ROH;EA;0.000;0.000;
400;DS_COMP01;HALB;EA;1.000;1.000;KG
400;MZ-CM-SV-ENT1;DIEN;EA;0.000;0.000;
400;CH-8906;IBAU;EA;0.000;0.000;
400;PP_COMP04;HALB;EA;1.000;1.000;KG
400;10000001348;HALB;EA;0.000;0.000;
400;ML_RM_296;ROH;EA;0.000;0.000;
400;US_PROD201;FERT;EA;1.000;1.000;KG
400;ME-RM-10000000596;ROH;EA;0.000;0.000;
400;2391;FERT;EA;0.000;0.000;
400;MZ-CM-SV-ED;DIEN;EA;0.000;0.000;
400;CH-8901;IBAU;EA;0.000;0.000;
400;PP_COMP03;HALB;EA;1.000;1.000;KG
400;ML_RM_297;ROH;EA;0.000;0.000;
400;10000001328;HALB;EA;0.000;0.000;
400;DS_RAW200;ROH;EA;12.000;10.000;KG
400;PH-4250;VERP;EA;10.000;10.000;G
400;ML_RM_298;ROH;EA;0.000;0.000;
400;2392;FERT;EA;0.000;0.000;
400;CH-8902;IBAU;EA;0.000;0.000;
400;ME-RM-10000000571;ROH;EA;0.000;0.000;
400;MZ-CM-SV-CS;DIEN;EA;0.000;0.000;
400;10000001346;HALB;EA;0.000;0.000;
400;DS_RAW204;ROH;EA;12.000;10.000;KG
400;2393;FERT;EA;0.000;0.000;
400;ME-RM-10000000575;ROH;EA;0.000;0.000;
400;ML_RM_299;ROH;EA;0.000;0.000;
400;ML_RM_006;ROH;EA;0.000;0.000;
400;10000001344;HALB;EA;0.000;0.000;
400;MZ-CM-SV-AU;DIEN;EA;0.000;0.000;
400;MLBW-RAW06;ROH;EA;10.000;9.000;KG
400;2394;FERT;EA;0.000;0.000;
400;ME-RM-10000000595;ROH;EA;0.000;0.000;
400;SEALER;HALB;FT2;0.000;0.000;KG
400;10000001320;HALB;EA;0.000;0.000;
400;MZ-CM-SV-ADV;DIEN;EA;0.000;0.000;KG
400;DS_RAW201;ROH;EA;12.000;10.000;KG
400;252;HALB;EA;0.000;0.000;
400;ME-RM-10000000604;ROH;EA;0.000;0.000;
400;MLBW-RAW05;ROH;EA;10.000;9.000;KG
400;2396;FERT;EA;0.000;0.000;
400;CONDUIT;HALB;FT;0.000;0.000;KG
400;10000001329;HALB;EA;0.000;0.000;
400;ME-RM-10000000605;ROH;EA;0.000;0.000;
400;DS1_PROD03;FERT;EA;1.000;1.000;KG
400;260;HALB;EA;0.000;0.000;
400;MLBW-RAW04;ROH;EA;10.000;9.000;KG
400;EXCAVATION;FERT;EA;0.000;0.000;KG
400;DS_RAW202;ROH;EA;12.000;10.000;KG
400;ME-RM-10000000599;ROH;EA;0.000;0.000;
400;ML_RM_301;ROH;EA;0.000;0.000;
400;10000001321;HALB;EA;0.000;0.000;
400;CH-8912;IBAU;EA;0.000;0.000;
400;ME-RM-10000000569;ROH;EA;0.000;0.000;
400;2397;FERT;EA;0.000;0.000;
400;MLBW-RAW03;ROH;EA;10.000;9.000;KG
400;CH-6000;YQFP;LB;10.800.000;10.000;KG
400;10000001325;HALB;EA;0.000;0.000;
400;CH-8914;IBAU;EA;0.000;0.000;
400;ML_RM_302;ROH;EA;0.000;0.000;
400;DS_PROD200;FERT;EA;1.000;1.000;KG
400;ME-RM-10000000577;ROH;EA;0.000;0.000;
400;MLBW-RAW02;ROH;EA;10.000;9.000;KG
400;2399;FERT;EA;0.000;0.000;
400;CH-1410;YQPM;YD3;0.000;0.000;
400;10000001349;HALB;EA;0.000;0.000;
400;ML_RM_303;ROH;EA;0.000;0.000;
400;CH-8903;IBAU;EA;0.000;0.000;
400;DS_PROD201;FERT;EA;1.000;1.000;KG
400;ME-RM-10000000585;ROH;EA;0.000;0.000;
400;2401;FERT;EA;0.000;0.000;
400;10000001324;HALB;EA;0.000;0.000;
400;MR_NOTIF_01;HAWA;ST;20.000;20.000;OZ
400;ML_RM_304;ROH;EA;0.000;0.000;
400;DS_PROD202;FERT;EA;1.000;1.000;KG
400;ME-RM-10000000598;ROH;EA;0.000;0.000;
400;SURVEY;FERT;EA;0.000;0.000;KG
400;MLBW-RAW01;ROH;EA;10.000;9.000;KG
400;10000001350;HALB;EA;0.000;0.000;
400;2402;FERT;EA;0.000;0.000;
400;MR516120008;MODE;EA;0.200;0.200;KG
400;ML_RM_305;ROH;EA;0.000;0.000;
400;ME-RM-10000000573;ROH;EA;0.000;0.000;
400;DS_STANDARD;PROD;EA;0.000;0.000;
400;STEEL;HALB;CM2;0.000;0.000;KG
400;10000001334;HALB;EA;0.000;0.000;
400;ML_RM_306;ROH;EA;0.000;0.000;
400;ME-RM-10000000570;ROH;EA;0.000;0.000;
400;MZ-TG-TP2-A133;HAWA;EA;1.000;1.000;KG
400;2403;FERT;EA;0.000;0.000;
400;MZ-FG-E106;FERT;ST;15.000;7.000;KG
400;DS_TOOLING;PROD;EA;0.000;0.000;
400;ELECTRICAL;FERT;EA;0.000;0.000;KG
400;10000001345;HALB;EA;0.000;0.000;
400;ME-RM-10000000586;ROH;EA;0.000;0.000;
400;ML_RM_307;ROH;EA;0.000;0.000;
400;MZ-TG-TP2-A134;HAWA;EA;1.000;1.000;KG
400;DS_LABOR;PROD;EA;0.000;0.000;
400;MZ-RM-R300-08;ROH;ST;0.500;0.400;KG
400;2404;FERT;EA;0.000;0.000;
400;MECHANICAL;FERT;EA;0.000;0.000;KG
400;10000001338;HALB;EA;0.000;0.000;
400;ME-RM-10000000603;ROH;EA;0.000;0.000;
400;ML_RM_308;ROH;EA;0.000;0.000;
400;IBP-200;FERT;EA;1.000;1.000;KG
400;MZ-SV-CS-1;SERV;EA;0.000;0.000;
400;2405;FERT;EA;0.000;0.000;
400;CH-8808;ERSA;EA;0.000;0.000;
400;10000001347;HALB;EA;0.000;0.000;
400;ME-RM-10000000580;ROH;EA;0.000;0.000;
400;ML_RM_309;ROH;EA;0.000;0.000;
400;MZ-TG-E101;HAWA;ST;1.000;0.900;G
400;2406;FERT;EA;0.000;0.000;
400;10000001322;HALB;EA;0.000;0.000;
400;CH-8809;ERSA;EA;0.000;0.000;
400;PP_COMP01;HALB;EA;1.000;1.000;KG
400;ME-RM-10000000591;ROH;EA;0.000;0.000;
400;MZ-TG-TP2-A135;HAWA;EA;1.000;1.000;KG
400;ML_RM_310;ROH;EA;0.000;0.000;
400;10000001340;HALB;EA;0.000;0.000;
400;MZ-TG-E102;HAWA;ST;1.000;0.900;G
400;2407;FERT;EA;0.000;0.000;
400;RM19;ROH;L;4.000;4.000;KG
400;ME-RM-10000000578;ROH;EA;0.000;0.000;
400;ML_RM_311;ROH;EA;0.000;0.000;
400;10000001337;HALB;EA;0.000;0.000;
400;MZ-TG-E104;HAWA;ST;1.000;0.900;G
400;ME-RM-10000000583;ROH;EA;0.000;0.000;
400;CH-8810;ERSA;EA;0.000;0.000;
400;PP_PROD01;FERT;EA;1.000;1.000;KG
400;2408;FERT;EA;0.000;0.000;
400;MZ-TG-TP2-A136;HAWA;EA;1.000;1.000;KG
400;ML_RM_312;ROH;EA;0.000;0.000;
400;10000001342;HALB;EA;0.000;0.000;
400;ME-RM-10000000584;ROH;EA;0.000;0.000;
400;CH-8811;ERSA;EA;0.000;0.000;
400;2409;FERT;EA;0.000;0.000;
400;IBP-300;FERT;EA;1.000;1.000;KG
400;ML_RM_313;ROH;EA;0.000;0.000;
400;PP_RAW011;ROH;EA;12.000;10.000;KG
400;10000001319;HALB;EA;0.000;0.000;
400;MZ-SV-PM-1;SERV;EA;0.000;0.000;
400;ME-RM-10000000589;ROH;EA;0.000;0.000;
400;CH-8934;IBAU;EA;0.000;0.000;
400;ML_RM_314;ROH;EA;0.000;0.000;
400;MZ-TG-TP2-A137;HAWA;EA;1.000;1.000;KG
400;2410;FERT;EA;0.000;0.000;
400;10000001341;FERT;EA;0.000;0.000;
400;PP_RAW01;ROH;EA;12.000;10.000;KG
400;ME-RM-10000000587;ROH;EA;0.000;0.000;
400;MZ-SV-WC-1;SERV;EA;0.000;0.000;
400;CH-8933;IBAU;EA;0.000;0.000;
400;ML_RM_315;ROH;EA;0.000;0.000;
400;PREMSUPPORT;DIEN;ST;0.000;0.000;KG
400;BW-MRPRAW01;ROH;EA;12.000;10.000;KG
400;ME-RM-10000000597;ROH;EA;0.000;0.000;
400;CH-8932;IBAU;EA;0.000;0.000;
400;MR315351;HAWA;EA;0.200;0.200;KG
400;ML_RM_316;ROH;EA;0.000;0.000;
400;961;HAWA;ST;0.000;0.000;KG
400;ME-RM-10000000592;ROH;EA;0.000;0.000;
400;CH-8931;IBAU;EA;0.000;0.000;
400;MR315923;HAWA;EA;0.200;0.200;KG
400;ML_RM_317;ROH;EA;0.000;0.000;
400;MZ-TG-TP2-A138;HAWA;EA;1.000;1.000;KG
400;2411;FERT;EA;0.000;0.000;
400;MZ-SV-ED-1;SERV;EA;0.000;0.000;
400;ME-RM-10000000606;ROH;EA;0.000;0.000;
400;MR-TEST;HAWA;EA;0.000;0.000;KG
400;CH-8930;IBAU;EA;0.000;0.000;
400;MR315924;HAWA;EA;0.200;0.200;KG
400;ML_RM_318;ROH;EA;0.000;0.000;
400;MZ-TG-TP2-A139;HAWA;EA;1.000;1.000;KG
400;MZ-SV-RC-1;SERV;EA;0.000;0.000;
400;ME-FG-10000000582;FERT;EA;0.000;0.000;
400;MRS311120;HAWA;ST;0.000;0.000;KG
400;CH-8929;IBAU;EA;0.000;0.000;
400;MR318312;HAWA;EA;4.000;4.000;KG
400;MZ-TG-TP3-A130;HAWA;EA;1.000;1.000;KG
400;ML_RM_319;ROH;EA;0.000;0.000;
400;ME-SG-10000000574;HALB;EA;0.000;0.000;
400;MR-TEST1;HAWA;EA;0.000;0.000;KG
400;2412;FERT;EA;0.000;0.000;
400;MZ-SV-IN-1;SERV;EA;0.000;0.000;
400;MZ-TG-TP3-A131;HAWA;EA;1.000;1.000;KG
400;DSN_PROD102;FERT;EA;1.000;1.000;KG
400;ML_FG_013;FERT;EA;2.200.000;2.000.000;KG
400;ME-SG-10000000602;HALB;EA;0.000;0.000;
400;MR-GEN-WAT;HAWA;EA;0.000;0.000;KG
400;ML_RM_320;ROH;EA;0.000;0.000;
400;MZ-SV-AU-1;SERV;EA;0.000;0.000;
400;MZ-TG-TP3-A132;HAWA;EA;1.000;1.000;KG
400;CH-8928;IBAU;EA;0.000;0.000;
400;MR-GEN-WAT001;HAWA;EA;0.000;0.000;KG
400;ME-SG-10000000600;HALB;EA;0.000;0.000;
400;2413;FERT;EA;0.000;0.000;
400;MZ_FG_P012;FERT;ST;110.000;110.000;KG
400;ML_RM_321;ROH;EA;0.000;0.000;
400;MZ-SR-E104;HAWA;H;1.000;0.900;G
400;CH-8927;IBAU;EA;0.000;0.000;
400;MZ-TG-TP3-A133;HAWA;EA;1.000;1.000;KG
400;MR-GEN-WAT002;HAWA;EA;0.000;0.000;KG
400;ME-SSG-10000000568;HALB;EA;0.000;0.000;
400;ML_RM_322;ROH;EA;0.000;0.000;
400;MZ-PROC-PP-DL-4502;MAT;EA;0.000;1.000;KG
400;CH-8926;IBAU;EA;0.000;0.000;
400;MZ-TG-TP3-A134;HAWA;EA;1.000;1.000;KG
400;ME-SSG-10000000590;HALB;EA;0.000;0.000;
400;MR311128;HAWA;ST;20.000;20.000;OZ
400;MZ_FG_P013;FERT;ST;110.000;110.000;KG
400;ML_RM_323;ROH;EA;0.000;0.000;
400;MZ-PROC-PM-FS-1400;MAT;EA;0.000;1.000;KG
400;CH-8925;IBAU;EA;0.000;0.000;
400;MZ-TG-TP3-A135;HAWA;EA;1.000;1.000;KG
400;2416;FERT;EA;0.000;0.000;
400;ML_RM_324;ROH;EA;0.000;0.000;
400;MZ-PROC-MC-WH-3106;MAT;EA;0.000;1.000;KG
400;CH-8924;IBAU;EA;0.000;0.000;
400;MZ-TG-TP3-A136;HAWA;EA;1.000;1.000;KG
400;ISO 4017-M3X8 ISO;ROH;ST;0.000;0.000;
400;2417;FERT;EA;0.000;0.000;
400;ML_RM_325;ROH;EA;0.000;0.000;
400;MZ-PROC-WD-RB-2053;MAT;EA;0.000;1.000;KG
400;CH-8923;IBAU;EA;0.000;0.000;
400;MZ-TG-TP1-A138;HAWA;EA;1.000;1.000;KG
400;429001-SEAL;ROH;ST;0.000;0.000;
400;2418;FERT;EA;0.000;0.000;
400;TG22;HAWA;ST;1.000;0.900;G
400;MZ-PROC-TG-GP-2701;MAT;EA;0.000;1.000;KG
400;CH-8922;IBAU;EA;0.000;0.000;
400;MZ-TG-TP1-A139;HAWA;EA;1.000;1.000;KG
400;2419;FERT;EA;0.000;0.000;
400;429002-BEARING-CVR;ROH;ST;0.000;0.000;
400;MZ-PROC-TG-FC-2702;MAT;EA;0.000;1.000;KG
400;BW-9200;ROH;ST;12.000;10.000;LB
400;CH-8921;IBAU;EA;0.000;0.000;
400;ML_FG_008;FERT;EA;0.000;0.000;KG
400;2420;FERT;EA;0.000;0.000;
400;429003-ADAPTER;ROH;ST;0.000;0.000;
400;MZ-PROC-SE-RV-2039;MAT;EA;0.000;1.000;KG
400;MZ-RM-E103-03;ROH;ST;0.000;0.000;KG
400;CH-8920;IBAU;EA;0.000;0.000;
400;ML_FG_0002;KMAT;EA;0.000;0.000;KG
400;429004-02;ROH;ST;0.000;0.000;
400;2421;FERT;EA;0.000;0.000;
400;MZ-RM-E102-03;ROH;ST;0.000;0.000;KG
400;MR516101010;MODE;ST;0.200;0.200;KG
400;ML_FG_009;FERT;EA;0.000;0.000;KG
400;429005-FRONT;ROH;ST;0.000;0.000;
400;MZ-PROC-SC-FR-3514;MAT;EA;0.000;1.000;KG
400;MZ-RM-E101-03;ROH;ST;0.000;0.000;KG
400;ML_RM_030;ROH;EA;0.000;0.000;
400;2422;FERT;EA;0.000;0.000;
400;429006-BEARING-CVR;ROH;ST;0.000;0.000;
400;RM120;ROH;ST;0.500;0.250;KG
400;MZ-PROC-AC-HK-0843;MAT;EA;0.000;1.000;KG
400;ML_RM_031;ROH;EA;0.000;0.000;
400;MZ-PROC-PP-PS-4501;MAT;EA;0.000;1.000;KG
400;429007-02;ROH;ST;0.000;0.000;
400;MR516101011;MODE;ST;0.200;0.200;KG
400;MH70005;HAWA;BOX;0.000;0.000;
400;2423;FERT;EA;0.000;0.000;
400;429008-SHAFT;ROH;ST;0.000;0.000;
400;MZ-PROC-PP-LQ-4500;MAT;EA;0.000;1.000;KG
400;ML_RM_032;ROH;EA;0.000;0.000;
400;ATP-E214;FERT;EA;15.000;7.000;KG
400;MH99001;KMAT;EA;0.000;0.000;
400;429009-LOCK;ROH;ST;0.000;0.000;
400;ML_RM_033;ROH;EA;0.000;0.000;
400;MZ-PROC-PP-DC-10MP;MAT;EA;0.000;1.000;KG
400;ML-RM-P300-01;ROH;EA;0.000;0.000;
400;RM122;ROH;ST;0.500;0.300;KG
400;ML_RM_034;ROH;EA;0.000;0.000;
400;430000-02;ROH;ST;0.000;0.000;
400;MZ-PROC-PM-SN-0001;MAT;EA;0.000;1.000;KG
400;MZ-PROC-IT-IP-0032;MAT;EA;0.000;1.000;KG
400;RM124;ROH;ST;0.800;0.500;KG
400;2424;FERT;EA;0.000;0.000;
400;SPACE_MAT;FERT;ST;1.000;1.000;KG
400;MZ-FG-J001;FERT;ST;13.000.000;10.000.000;KG
400;MZ-PROC-PG-BP-0670;MAT;EA;0.000;1.000;KG
400;BW-9100;ROH;ST;12.000;10.000;LB
400;RM30;ROH;L;4.000;4.000;KG
400;ISO 4017-M3X8 ISO1;ROH;ST;0.000;0.000;
400;MOTORS;FERT;ST;6.850;5.000;KG
400;2425;FERT;EA;0.000;0.000;
400;ML_SG_001;HALB;EA;0.000;0.000;KG
400;PPP182_02;FERT;TO;1.200.000;1.000.000;KG
400;MZ-PROC-OS-WB-0250;MAT;EA;0.000;1.000;KG
400;ISO 4017-M3X8 ISO2;ROH;ST;0.000;0.000;
400;MH99951;HC01;BOX;0.000;0.000;
400;2426;FERT;EA;0.000;0.000;
400;PP-FG09;FERT;ST;0.000;0.000;
400;FG126;FERT;ST;6.850;5.000;KG
400;ISO 4017-M3X8 ISO3;ROH;ST;0.000;0.000;
400;DS_PROD102S;FERT;EA;1.000;1.000;KG
400;2427;FERT;EA;0.000;0.000;
400;MZ-PROC-OS-PM-PK08;MAT;EA;0.000;1.000;KG
400;EWM-A31;HALB;EA;1.000;1.000;KG
400;MR318313;HAWA;EA;4.000;4.000;KG
400;CH-9100;YQCP;LB;1.000;1.000;LB
400;2428;FERT;EA;0.000;0.000;
400;MZ-PROC-OS-PI-BC1;MAT;EA;0.000;1.000;KG
400;EWM-A32;HALB;EA;1.000;1.000;KG
400;DS_PROD100S;FERT;EA;1.000;1.000;KG
400;472;HALB;LB;0.000;0.000;
400;CH-1020;YQA1;LB;0.000;0.000;LB
400;2429;FERT;EA;0.000;0.000;
400;MZ-PROC-OS-NB-0810;MAT;EA;0.000;1.000;KG
400;473;HALB;LB;0.000;0.000;KG
400;TKW_1017;ROH;EA;3.540;2.600;OZ
400;2430;FERT;EA;0.000;0.000;
400;ATP_PROD08;FERT;EA;1.000;1.000;KG
400;ML_RM_326;ROH;EA;0.000;0.000;
400;MZ-PROC-OS-LP-E780;MAT;EA;0.000;1.000;KG
400;EWM-A80;HAWA;ST;2.000;2.000;KG
400;RM13;ROH;ST;0.500;0.400;KG
400;2431;FERT;EA;0.000;0.000;
400;MZ-RM158-2;ROH;ST;0.000;0.000;
400;ML_SG_039;HALB;EA;0.000;0.000;KG
400;MZ-PROC-OE-HD-0001;MAT;EA;0.000;1.000;KG
400;RM14;ROH;ST;0.500;0.400;KG
400;MZ-RM158-3;ROH;ST;0.000;0.000;
400;2432;FERT;EA;0.000;0.000;
400;CH-1442;ROH;LB;1.000;0.000;LB
400;EWM-A70;HAWA;ST;2.000;2.000;KG
400;MZ-PROC-MH-LD-0122;MAT;EA;0.000;1.000;KG
400;ML_FG_006;FERT;EA;0.000;0.000;KG
400;2433;FERT;EA;0.000;0.000;
400;ML-113;SERV;H;0.000;0.000;KG
400;EWM-A72;HAWA;ST;2.000;2.000;KG
400;MZ-PROC-MH-DB-0191;MAT;EA;0.000;1.000;KG
400;ML_FG_007;FERT;EA;0.000;0.000;KG
400;MR311122_T;HAWA;ST;20.000;20.000;OZ
400;2434;FERT;EA;0.000;0.000;
400;EWM-A71;HAWA;ST;2.000;2.000;KG
400;MZ-PROC-MD-PT-2000;MAT;EA;0.000;1.000;KG
400;CH-6500;YQFP;LB;1.000;1.000;LB
400;MZ-CM160;HALB;EA;0.000;0.000;KG
400;MR3111_T;HAWA;ST;20.000;20.000;OZ
400;2435;FERT;EA;0.000;0.000;
400;MZ-PROC-MC-SC-3103;MAT;EA;0.000;1.000;KG
400;RENT;SERV;EA;0.000;0.000;KG
400;MZ-TG-E109;HAWA;ST;1.000;0.900;G
400;2436;FERT;EA;0.000;0.000;
400;CH-3100;YQBM;LB;1.000;1.000;LB
400;MZ-PROC-MC-PD-3101;MAT;EA;0.000;1.000;KG
400;MH99902;HC01;EA;0.000;0.000;
400;MZ-FG-E195;FERT;EA;1.200;1.000;KG
400;MZ-PROC-MC-PB-1445;MAT;EA;0.000;1.000;KG
400;MZ-TG-Z011;ROH;EA;0.000;0.000;
400;MZ-FG-E196;FERT;EA;1.200;1.000;KG
400;IBP-213-R;ROH;EA;12.000;10.000;KG
400;MZ-TG-Z012;ROH;EA;0.000;0.000;
400;2437;FERT;EA;0.000;0.000;
400;ZTESTKEN;FERT;KG;0.000;0.000;KG
400;MZ-PROC-MC-HT-3104;MAT;EA;0.000;1.000;KG
400;J0925-04450BLA00X;FERT;EA;13.000.000;10.000.000;KG
400;MZ-FG-Z001;FERT;EA;0.000;0.000;KG
400;MZ-TG-TP3-A137;HAWA;EA;1.000;1.000;KG
400;MZ-FG-E181;FERT;EA;1.200;1.000;KG
400;MZ-TG-Z002;HAWA;EA;0.000;0.000;KG
400;2438;FERT;EA;0.000;0.000;
400;MZ-PROC-MC-DT-0001;MAT;EA;0.000;1.000;KG
400;MZ-TG-TP3-A138;HAWA;EA;1.000;1.000;KG
400;ML_RM_237;ROH;EA;0.000;0.000;
400;MZ-TG-Z007;HAWA;EA;0.000;0.000;KG
400;MZ-PROC-MC-AD-3102;MAT;EA;0.000;1.000;KG
400;2439;FERT;EA;0.000;0.000;
400;MZ-TG-TP3-A139;HAWA;EA;1.000;1.000;KG
400;ACME PUMP 200-03;FERT;ST;1.200;1.000;KG
400;CH-4140;VERP;EA;0.000;950.000;LB
400;MZ-PROC-MC-AC-0936;MAT;EA;0.000;1.000;KG
400;SF002;ERSA;ST;0.000;0.000;
400;MZ-FG-RF;PROD;EA;0.000;0.000;
400;CH-2200;YQBM;LB;1.000;1.000;LB
400;2440;FERT;EA;0.000;0.000;
400;MZ-PROC-IT-UP-4USB;MAT;EA;0.000;1.000;KG
400;SF003;ERSA;ST;0.000;0.000;
400;MR516120009;MODE;EA;0.200;0.200;KG
400;ML_RM_007;ROH;EA;0.000;0.000;
400;CH-8936;ERSA;EA;0.000;0.000;
400;MR516120010;MODE;EA;0.200;0.200;KG
400;2441;FERT;EA;0.000;0.000;
400;CH-1110;ROH;EA;0.000;15.000;OZ
400;PITEST_4100;FERT;ST;2.000;2.000;KG
400;MDQ_ADP__0000;HAWA;ST;4.300.000;4.200.000;KG
400;2442;FERT;EA;0.000;0.000;
400;CH-8005;YQNM;LB;0.000;0.000;LB
400;MZ-PKG-A101 ;VERP;ST;0.000;0.000;
400;MDQ_ADP__0001;HAWA;ST;4.300.000;4.200.000;KG
400;2443;FERT;EA;0.000;0.000;
400;ML_RM_008;ROH;EA;0.000;0.000;
400;MZ-PROC-IT-OM-V100;MAT;EA;0.000;1.000;KG
400;MR516120011;MODE;EA;0.200;0.200;KG
400;MDQ_ADP__0002;HAWA;ST;4.300.000;4.200.000;KG
400;2444;FERT;EA;0.000;0.000;
400;ML_RM_009;ROH;EA;0.000;0.000;
400;MDQ_ADP__0003;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-FG-E198;FERT;EA;1.200;1.000;KG
400;2445;FERT;EA;0.000;0.000;
400;PS011-02;ROH;EA;0.000;0.000;
400;MDQ_ADP__0004;HAWA;ST;4.300.000;4.200.000;KG
400;ML_RM_010;ROH;EA;0.000;0.000;
400;MR516120012;MODE;EA;0.200;0.200;KG
400;2446;FERT;EA;0.000;0.000;
400;MDQ_ADP__0005;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-PROC-IM-TI-5015;MAT;EA;0.000;1.000;KG
400;ML_RM_011;ROH;EA;0.000;0.000;
400;2447;FERT;EA;0.000;0.000;
400;MR516120013;MODE;EA;0.200;0.200;KG
400;MZ-PROC-IM-SD-2016;MAT;EA;0.000;1.000;KG
400;ML_RM_012;ROH;EA;0.000;0.000;
400;2448;FERT;EA;0.000;0.000;
400;MR516120014;MODE;EA;0.200;0.200;KG
400;MDQ_ADP__0006;HAWA;ST;4.300.000;4.200.000;KG
400;193;HALB;EA;0.000;0.000;
400;2449;FERT;EA;0.000;0.000;
400;MR319212;HAWA;EA;0.200;0.200;KG
400;MZ-PROC-IM-MI-4230;MAT;EA;0.000;1.000;KG
400;MDQ_ADP__0007;HAWA;ST;4.300.000;4.200.000;KG
400;IBP-321-R;ROH;EA;12.000;10.000;KG
400;2450;FERT;EA;0.000;0.000;
400;MR319218;HAWA;EA;0.200;0.200;KG
400;MZ-PROC-IM-KC-0806;MAT;EA;0.000;1.000;KG
400;IBP-322-R;ROH;EA;12.000;10.000;KG
400;MDQ_ADP__0008;HAWA;ST;4.300.000;4.200.000;KG
400;2451;FERT;EA;0.000;0.000;
400;MZ-PROC-IM-HT-1395;MAT;EA;0.000;1.000;KG
400;MR319219;HAWA;EA;0.200;0.200;KG
400;MR516101012;MODE;ST;0.200;0.200;KG
400;MDQ_ADP__0009;HAWA;ST;4.300.000;4.200.000;KG
400;2452;FERT;EA;0.000;0.000;
400;ML-111;SERV;H;0.000;0.000;KG
400;MZ-PROC-IM-FA-5370;MAT;EA;0.000;1.000;KG
400;MR320211;HAWA;ST;70.000;70.000;OZ
400;MDQ_ADP__0010;HAWA;ST;4.300.000;4.200.000;KG
400;2453;FERT;EA;0.000;0.000;
400;MZ_FG_E204;FERT;ST;0.000;0.000;KG
400;MR516120015;MODE;EA;0.200;0.200;KG
400;MDQ_ADP__0011;HAWA;ST;4.300.000;4.200.000;KG
400;2454;FERT;EA;0.000;0.000;
400;MZ-PROC-GM-SS-8682;MAT;EA;0.000;1.000;KG
400;232;KMAT;EA;0.000;0.000;
400;MDQ_ADP__0012;HAWA;ST;4.300.000;4.200.000;KG
400;MR516120016;MODE;EA;0.200;0.200;KG
400;2457;FERT;EA;0.000;0.000;
400;195;HALB;EA;0.000;0.000;
400;MZ-PROC-GM-SO-0316;MAT;EA;0.000;1.000;KG
400;MDQ_ADP__0013;HAWA;ST;4.300.000;4.200.000;KG
400;MR516120017;MODE;EA;0.200;0.200;KG
400;2458;FERT;EA;0.000;0.000;
400;133;HALB;EA;0.000;0.000;
400;MZ-PROC-GM-SB-0594;MAT;EA;0.000;1.000;KG
400;MDQ_ADP__0014;HAWA;ST;4.300.000;4.200.000;KG
400;MR516120018;MODE;EA;0.200;0.200;KG
400;196;HALB;EA;0.000;0.000;
400;MDQ_ADP__0015;HAWA;ST;4.300.000;4.200.000;KG
400;2459;FERT;EA;0.000;0.000;
400;MR516120019;MODE;EA;0.200;0.200;KG
400;134;HALB;EA;0.000;0.000;
400;MZ-PROC-GM-DC-0206;MAT;EA;0.000;1.000;KG
400;MDQ_ADP__0016;HAWA;ST;4.300.000;4.200.000;KG
400;MR516120020;MODE;EA;0.200;0.200;KG
400;197;HALB;EA;0.000;0.000;
400;2461;FERT;EA;0.000;0.000;
400;MDQ_ADP__0017;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-PROC-FF-SR-3520;MAT;EA;0.000;1.000;KG
400;MR516120021;MODE;EA;0.200;0.200;KG
400;198;HALB;EA;0.000;0.000;
400;MDQ_ADP__0018;HAWA;ST;4.300.000;4.200.000;KG
400;MR516120022;MODE;EA;0.200;0.200;KG
400;MZ-PROC-FF-DF-W310;MAT;EA;0.000;1.000;KG
400;2477;FERT;EA;0.000;0.000;
400;135;HALB;EA;0.000;0.000;
400;MDQ_ADP__0019;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-PROC-FF-DA-W290;MAT;EA;0.000;1.000;KG
400;MR516120023;MODE;EA;0.200;0.200;KG
400;136;HALB;EA;0.000;0.000;
400;2479;FERT;EA;0.000;0.000;
400;MDQ_ADP__0020;HAWA;ST;4.300.000;4.200.000;KG
400;2480;FERT;EA;0.000;0.000;
400;MZ-TG-AT-R100;HAWA;ST;1.000;0.900;LB
400;MZ-PROC-DC-SP-3525;MAT;EA;0.000;1.000;KG
400;MR516120024;MODE;EA;0.200;0.200;KG
400;MDQ_ADP__0021;HAWA;ST;4.300.000;4.200.000;KG
400;2481;FERT;EA;0.000;0.000;
400;MZ-TG-AS-P100;HAWA;ST;1.000;0.900;LB
400;MDQ_ADP__0022;HAWA;ST;4.300.000;4.200.000;KG
400;2483;FERT;EA;0.000;0.000;
400;MZ-PROC-DC-SF-0090;MAT;EA;0.000;1.000;KG
400;MZ-FG-E182;FERT;EA;1.200;1.000;KG
400;MR516120025;MODE;EA;0.200;0.200;KG
400;MDQ_ADP__0023;HAWA;ST;4.300.000;4.200.000;KG
400;2485;FERT;EA;0.000;0.000;
400;MZ-FG-E183;FERT;EA;1.200;1.000;KG
400;MDQ_ADP__0024;HAWA;ST;4.300.000;4.200.000;KG
